actor,actorLabel,fields,placeOfBirthLabel,dateOfBirth,dateOfDeath,description
http://www.wikidata.org/entity/Q109723,Q109723,"Μεταγλώττιση, υποκριτική",Σουούπσκ,1931-01-19T00:00:00Z,2020-04-26T00:00:00Z,Γερμανός ηθοποιός
http://www.wikidata.org/entity/Q111765,Λίντια Αλφόνσι,υποκριτική,Πάρμα,1928-04-28T00:00:00Z,2022-09-21T00:00:00Z,
http://www.wikidata.org/entity/Q112372,Q112372,υποκριτική,Βιέννη,1981-12-01T00:00:00Z,,
http://www.wikidata.org/entity/Q112722,Q112722,υποκριτική,Κολωνία,1910-01-26T00:00:00Z,2000-10-29T00:00:00Z,
http://www.wikidata.org/entity/Q167683,Τζον Χάμπουργκ,παραγωγή ταινιών,Νέα Υόρκη,1970-05-26T00:00:00Z,,
http://www.wikidata.org/entity/Q167683,Τζον Χάμπουργκ,παραγωγή ταινιών,Μανχάταν,1970-05-26T00:00:00Z,,
http://www.wikidata.org/entity/Q168274,Q168274,σύνθεση,Μανχάταν,1962-03-07T00:00:00Z,,
http://www.wikidata.org/entity/Q168992,Τζέσικα Σίμπσον,σύνθεση,Αμπιλέν,1980-07-10T00:00:00Z,,
http://www.wikidata.org/entity/Q170510,Ίαν ΜακΚέλεν,βιομηχανία βιντεοπαιχνιδιών,Μπέρνλι,1939-05-25T00:00:00Z,,Άγγλος ηθοποιός
http://www.wikidata.org/entity/Q171687,Τόμας Μαν,Κινηματογραφική βιομηχανία,"Πόρτλαντ, Όρεγκον",1991-09-27T00:00:00Z,,Αμερικανός ηθοποιός
http://www.wikidata.org/entity/Q236005,Μέλανι Μπράουν,σύνθεση,Q5656824,1975-05-29T00:00:00Z,,
http://www.wikidata.org/entity/Q236066,Q236066,σύνθεση,Τόρανς,1991-04-10T00:00:00Z,,
http://www.wikidata.org/entity/Q236075,Άλισον Μιχάλκα,σύνθεση,Τόρανς,1989-03-25T00:00:00Z,,
http://www.wikidata.org/entity/Q239823,Σαντάλ Ακερμάν,"τέχνη, ταινία, τέχνες του θεάματος",Έτερμπεεκ,1950-06-06T00:00:00Z,2015-10-05T00:00:00Z,Βελγίδα σκηνοθέτρια του κινηματογράφου
http://www.wikidata.org/entity/Q240217,Q240217,"τηλεόραση, ταινία, θέατρο",Βαλτιμόρη,1905-06-19T00:00:00Z,1994-10-25T00:00:00Z,
http://www.wikidata.org/entity/Q242373,Τζέιν Γκριρ,"τηλεόραση, μουσική, ταινία",Ουάσινγκτον,1924-09-09T00:00:00Z,2001-08-24T00:00:00Z,Αμερικανίδα ηθοποιός
http://www.wikidata.org/entity/Q242676,Γιφέι Λιου,"μουσική, υποκριτική",Γουχάν,1987-08-25T00:00:00Z,,"Κινέζα-Αμερικανίδα ηθοποιός, τραγουδίστρια και μοντέλο"
http://www.wikidata.org/entity/Q258498,Q258498,"μουσική, υποκριτική",Q3710240,1949-05-28T00:00:00Z,1998-04-06T00:00:00Z,
http://www.wikidata.org/entity/Q259055,Q259055,μουσική,Q852581,1990-03-08T00:00:00Z,,
http://www.wikidata.org/entity/Q259940,Q259940,"τηλεόραση, μουσική, ταινία, θέατρο",Διέππη,1964-03-09T00:00:00Z,,
http://www.wikidata.org/entity/Q260211,Q260211,"τηλεόραση, ταινία, διαφήμιση",Νέα Υόρκη,1982-11-15T00:00:00Z,,
http://www.wikidata.org/entity/Q281964,Άνταμ Γκόλντμπεργκ,"μουσική, παραγωγή ταινιών",Σάντα Μόνικα,1970-10-25T00:00:00Z,,
http://www.wikidata.org/entity/Q282693,Q282693,ταινία,Χριστιανία,1918-08-28T00:00:00Z,1991-11-10T00:00:00Z,
http://www.wikidata.org/entity/Q283700,Κρις Μίλερ,Animation,Ουάσινγκτον,1968-01-20T00:00:00Z,,
http://www.wikidata.org/entity/Q285908,Q285908,ταινία,Βρετανικό Χονγκ Κονγκ,1955-12-08T00:00:00Z,2018-12-29T00:00:00Z,
http://www.wikidata.org/entity/Q287309,Q287309,"μουσική, άσμα",Q176410,1948-04-27T00:00:00Z,,
http://www.wikidata.org/entity/Q287793,Καρλ Ράινερ,ταινία,Μπρονξ,1922-03-20T00:00:00Z,2020-06-29T00:00:00Z,Αμερικανός ηθοποιός και σκηνοθέτης (1922–2020)
http://www.wikidata.org/entity/Q287828,Q287828,"πεζός λόγος, δράμα, τέχνες του θεάματος",Σαιντ-Φουά-λε-Λιόν,1960-03-28T00:00:00Z,,Γάλλος συγγραφέας
http://www.wikidata.org/entity/Q287829,Q287829,"θέατρο, δράμα, υποκριτική",Μίντλεσμπρο,1927-07-15T00:00:00Z,2017-08-31T00:00:00Z,
http://www.wikidata.org/entity/Q288157,Q288157,ταινία,Ρώμη,1963-09-19T00:00:00Z,,
http://www.wikidata.org/entity/Q43994,Ματ Γκρέινινγκ,σκιτσογράφος καρτούν,"Πόρτλαντ, Όρεγκον",1954-02-15T00:00:00Z,,
http://www.wikidata.org/entity/Q46392,Q46392,ηθοποιός ταινιών,Μουμπάι,1940-11-12T00:00:00Z,1992-07-27T00:00:00Z,
http://www.wikidata.org/entity/Q51123,Ντ. Γ. Γκρίφιθ,βουβός κινηματογράφος,Q990138,1875-01-22T00:00:00Z,1948-07-23T00:00:00Z,Αμερικανός σκηνοθέτης και παραγωγός ταινιών (1875–1948)
http://www.wikidata.org/entity/Q65774,Q65774,"μουσική, υποκριτική",Νόι-Ουλμ,1957-08-18T00:00:00Z,,
http://www.wikidata.org/entity/Q66027,Q66027,"μουσική, υποκριτική",Q3771,1975-11-07T00:00:00Z,,
http://www.wikidata.org/entity/Q66408,Κριστίν Κάουφμαν,"τηλεόραση, ταινία, υποκριτική",Q528271,1945-01-11T00:00:00Z,2017-03-28T00:00:00Z,
http://www.wikidata.org/entity/Q66771,Γιασμίν Ταμπαταμπάι,"μουσική, άσμα, Μεταγλώττιση, υποκριτική",Τεχεράνη,1967-06-08T00:00:00Z,,
http://www.wikidata.org/entity/Q67383,Q67383,"τηλεόραση, μουσική, παιδαγωγική, ταινία, θέατρο, υποκριτική",Πλάουεν,1961-11-25T00:00:00Z,,Γερμανός ηθοποιός
http://www.wikidata.org/entity/Q67568,Q67568,"τηλεόραση, ταινία, θέατρο",Λουμπάφκα,1905-10-06T00:00:00Z,1987-11-28T00:00:00Z,
http://www.wikidata.org/entity/Q89787,Q89787,"ταινία, θέατρο",Q1271042,1931-04-17T00:00:00Z,2016-09-14T00:00:00Z,Γερμανός ηθοποιός
http://www.wikidata.org/entity/Q90384,Q90384,"τέχνη, υποκριτική",Βιέννη,1975-06-13T00:00:00Z,,
http://www.wikidata.org/entity/Q90634,Φόλκερ Σπένγκλερ,"ταινία, θέατρο, υποκριτική",Βρέμη,1939-02-16T00:00:00Z,2020-02-08T00:00:00Z,Γερμανός ηθοποιός και σκηνοθέτης
http://www.wikidata.org/entity/Q90655,Q90655,"μουσική, ταινία, θέατρο, δράμα, υποκριτική",Q987479,1869-06-30T00:00:00Z,1943-02-04T00:00:00Z,Γερμανός ηθοποιός
http://www.wikidata.org/entity/Q90663,Q90663,"ταινία, ζωγραφική, θέατρο, υποκριτική",Μπαντ Άρολσεν,1872-05-20T00:00:00Z,1929-02-10T00:00:00Z,
http://www.wikidata.org/entity/Q90663,Q90663,"ταινία, ζωγραφική, θέατρο, υποκριτική",Μπαντ Άρολσεν,1872-05-20T00:00:00Z,1929-02-11T00:00:00Z,
http://www.wikidata.org/entity/Q90878,Q90878,"μουσική, λογοτεχνία, θέατρο",Άγκυρα,1955-06-12T00:00:00Z,,
http://www.wikidata.org/entity/Q91589,Q91589,"λογοτεχνία, τρόμος, υποκριτική, δραματουργία",Φράιμπεργκ,1755-04-04T00:00:00Z,1799-08-17T00:00:00Z,
http://www.wikidata.org/entity/Q92511,Q92511,"μουσική, άσμα, Καμπαρέ, υποκριτική",Q520369,1949-07-19T00:00:00Z,,
http://www.wikidata.org/entity/Q94123,Τζακ Λέμον,"μουσική, υποκριτική",Νιούτον,1925-02-08T00:00:00Z,2001-06-27T00:00:00Z,Αμερικανός ηθοποιός
http://www.wikidata.org/entity/Q94882,Εμίρ Κουστουρίτσα,"μουσική, ταινία",Σαράγιεβο,1954-11-24T00:00:00Z,,
http://www.wikidata.org/entity/Q94993,Q94993,"ταινία, θέατρο",Κρακοβία,1945-09-14T00:00:00Z,,
http://www.wikidata.org/entity/Q95043,Τζέιμς Κάαν,"ταινία, υποκριτική",Μπρονξ,1940-03-26T00:00:00Z,2022-07-06T00:00:00Z,Αμερικανός ηθοποιός
http://www.wikidata.org/entity/Q95178,Q95178,"ταινία, θέατρο, Μεταγλώττιση, υποκριτική",Γκντανσκ,1931-06-15T00:00:00Z,,Γερμανίδα ηθοποιός
http://www.wikidata.org/entity/Q95285,Q95285,"ταινία, άσμα, υποκριτική",Χάλλε (Ζάαλε),1877-01-01T00:00:00Z,1952-01-01T00:00:00Z,Γερμανός ηθοποιός (1877–1952)
http://www.wikidata.org/entity/Q95285,Q95285,"ταινία, άσμα, υποκριτική",Χάλλε (Ζάαλε),1877-03-06T00:00:00Z,1952-01-01T00:00:00Z,Γερμανός ηθοποιός (1877–1952)
http://www.wikidata.org/entity/Q95285,Q95285,"ταινία, άσμα, υποκριτική",Χάλλε (Ζάαλε),1877-01-01T00:00:00Z,1952-07-04T00:00:00Z,Γερμανός ηθοποιός (1877–1952)
http://www.wikidata.org/entity/Q95285,Q95285,"ταινία, άσμα, υποκριτική",Χάλλε (Ζάαλε),1877-03-06T00:00:00Z,1952-07-04T00:00:00Z,Γερμανός ηθοποιός (1877–1952)
http://www.wikidata.org/entity/Q110379,Τζάστιν Μπάρθα,παραγωγή ταινιών,Φορτ Λόντερντεϊλ,1978-07-21T00:00:00Z,,Αμερικανός ηθοποιός
http://www.wikidata.org/entity/Q195691,Q195691,"μουσική, Κόμικς, υποκριτική",Λος Άντζελες,1998-10-23T00:00:00Z,,
http://www.wikidata.org/entity/Q199931,Λέιτον Μίστερ,"μουσική, υποκριτική, άσμα",Φορτ Γουόρθ,1986-04-09T00:00:00Z,,
http://www.wikidata.org/entity/Q201483,Πιέρ Φρεσνέ,"τηλεόραση, υποκριτική, ταινία, θέατρο",5ο δημοτικό διαμέρισμα του Παρισιού,1897-04-04T00:00:00Z,1975-01-09T00:00:00Z,
http://www.wikidata.org/entity/Q202589,Κίλιαν Μέρφι,"μουσική, κινηματογράφος, παραγωγή ταινιών",Ντάγκλας,1976-05-25T00:00:00Z,,
http://www.wikidata.org/entity/Q203229,Φρανσουά-Αντρέ Ντανικάν Φιλιντόρ,"μουσική, σκάκι, σύνθεση",Ντρε,1726-09-07T00:00:00Z,1795-08-31T00:00:00Z,Γάλλος σκακιστής
http://www.wikidata.org/entity/Q207405,Ζα Ζα Γκαμπόρ,"τηλεόραση, ταινία, θέατρο",Βουδαπέστη,1917-02-06T00:00:00Z,2016-12-18T00:00:00Z,Αμερικανίδα ηθοποιός ουγγρικής καταγωγής (1917-2016)
http://www.wikidata.org/entity/Q210059,Νιλ Γκάιμαν,"ποίηση, Κόμικς, δημοσιογραφία, επιστημονική φαντασία, λογοτεχνία φαντασίας, λογοτεχνία επιστημονικής φαντασίας",Πόρτσεστερ,1960-11-10T00:00:00Z,,Άγγλος συγγραφέας
http://www.wikidata.org/entity/Q240080,Q240080,"ταινία, σενάριο",Παρίσι,1864-02-19T00:00:00Z,1947-03-23T00:00:00Z,
http://www.wikidata.org/entity/Q242201,Ρόντα Ράουζι,"πολεμικές τέχνες, τζούντο, υποκριτική",Σάντα Μόνικα,1987-02-01T00:00:00Z,,"Αμερικανίδα ηθοποιός, τζουντόκα και παλαίστρια"
http://www.wikidata.org/entity/Q242302,Εύα Φάρνα,"ροκ, άσμα, ποπ μουσική, δημοφιλής μουσική, τραγουδοποιία",Τσίνετς,1993-08-12T00:00:00Z,,
http://www.wikidata.org/entity/Q242552,Γκρέις Ζαμπρίσκι,"ταινία, υποκριτική",Νέα Ορλεάνη,1941-05-17T00:00:00Z,,Αμερικανίδα ηθοποιός
http://www.wikidata.org/entity/Q260092,Q260092,πολιτική,Βιέννη,1968-04-15T00:00:00Z,,
http://www.wikidata.org/entity/Q282787,Q282787,"υποκριτική, σκηνογραφία",Q2090609,1942-01-31T00:00:00Z,1994-02-19T00:00:00Z,
http://www.wikidata.org/entity/Q282820,Q282820,υποκριτική,Λος Άντζελες,1928-06-12T00:00:00Z,2008-12-30T00:00:00Z,
http://www.wikidata.org/entity/Q284136,Q284136,υποκριτική,Μόσχα,1899-12-06T00:00:00Z,1937-11-10T00:00:00Z,
http://www.wikidata.org/entity/Q284498,Μιριάνα Καράνοβιτς,υποκριτική,Βελιγράδι,1957-01-28T00:00:00Z,,
http://www.wikidata.org/entity/Q286525,Q286525,"άσμα, υποκριτική",Q7917452,1943-05-27T00:00:00Z,2015-08-01T00:00:00Z,
http://www.wikidata.org/entity/Q287099,Ξένια Σομπτσάκ,"ηθοποιός, πολιτικός, συγγραφέας, καινοτόμος επιχειρηματίας, τηλεοπτικός παρουσιαστής, δημοσιογράφος, δημόσιο πρόσωπο, ραδιοφωνικός παρουσιαστής, YouTuber, ιδιοκτήτης εστιατορίου, παραγωγός ταινιών",Αγία Πετρούπολη,1981-11-05T00:00:00Z,,
http://www.wikidata.org/entity/Q287110,Q287110,"άσμα, υποκριτική",Ομσκ,1949-05-21T00:00:00Z,2006-11-28T00:00:00Z,
http://www.wikidata.org/entity/Q287117,Q287117,"αρχιτεκτονική, υποκριτική, παραγωγή ταινιών",Μαδρίτη,1946-02-02T00:00:00Z,,
http://www.wikidata.org/entity/Q287403,Q287403,υποκριτική,Μόσχα,1896-08-31T00:00:00Z,1974-09-06T00:00:00Z,
http://www.wikidata.org/entity/Q288318,Q288318,τέχνες του θεάματος,Λιέγη,1975-06-18T00:00:00Z,,
http://www.wikidata.org/entity/Q291158,Q291158,υποκριτική,Βουδαπέστη,1927-12-31T00:00:00Z,1986-09-27T00:00:00Z,
http://www.wikidata.org/entity/Q60815,Μπράιαν Γκριν,"σύμπαν, μαθηματικά, θεωρητική φυσική, σχετικότητα, χωροχρόνος, κβαντική βαρύτητα",Νέα Υόρκη,1963-02-09T00:00:00Z,,Αμερικανικός φυσικός
http://www.wikidata.org/entity/Q62581,Q62581,"τηλεόραση, ταινία",Βερολίνο,1966-09-26T00:00:00Z,,
http://www.wikidata.org/entity/Q62724,Γιόακιμ Βιτ,μουσική,Αμβούργο,1949-02-22T00:00:00Z,,
http://www.wikidata.org/entity/Q63033,Q63033,"τηλεόραση, ταινία",Βερολίνο,1985-07-23T00:00:00Z,,Γερμανίδα ηθοποιός
http://www.wikidata.org/entity/Q63062,Q63062,"τηλεόραση, ταινία, υποκριτική",Βερολίνο,1938-07-23T00:00:00Z,2016-06-19T00:00:00Z,
http://www.wikidata.org/entity/Q63152,Q63152,"μουσική, ταινία",Βερολίνο,1946-05-09T00:00:00Z,2006-06-09T00:00:00Z,
http://www.wikidata.org/entity/Q63220,Q63220,"μουσική, ταινία",Βερολίνο,1932-06-02T00:00:00Z,2010-08-11T00:00:00Z,
http://www.wikidata.org/entity/Q67231,Q67231,ζωγραφική,Οϊτίν,1962-12-18T00:00:00Z,,
http://www.wikidata.org/entity/Q67641,Μίκαελ Βερχόβεν,"ιατρική, παραγωγή ταινιών, υποκριτική",Βερολίνο,1938-07-13T00:00:00Z,2024-04-22T00:00:00Z,"Γερμανός σκηνοθέτης, σεναριογράφος και ηθοποιός"
http://www.wikidata.org/entity/Q67899,Ραλφ Βόλτερ,"ταινία, άσμα, σύνθεση, υποκριτική",Βερολίνο,1926-11-26T00:00:00Z,2022-10-14T00:00:00Z,γερμανός ηθοποιός
http://www.wikidata.org/entity/Q90971,Q90971,"Καμπαρέ, υποκριτική",Μαγδεβούργο,1894-07-18T00:00:00Z,1944-10-01T00:00:00Z,
http://www.wikidata.org/entity/Q90971,Q90971,"Καμπαρέ, υποκριτική",Μαγδεβούργο,1899-07-18T00:00:00Z,1944-10-01T00:00:00Z,
http://www.wikidata.org/entity/Q90971,Q90971,"Καμπαρέ, υποκριτική",Μαγδεβούργο,1894-07-18T00:00:00Z,1944-10-26T00:00:00Z,
http://www.wikidata.org/entity/Q90971,Q90971,"Καμπαρέ, υποκριτική",Μαγδεβούργο,1899-07-18T00:00:00Z,1944-10-26T00:00:00Z,
http://www.wikidata.org/entity/Q91557,Q91557,"εικαστικές τέχνες, υποκριτική",Πότσδαμ,1944-11-18T00:00:00Z,,
http://www.wikidata.org/entity/Q92246,Q92246,"θέατρο, άσμα",Βερολίνο,1714-05-10T00:00:00Z,1792-10-13T00:00:00Z,Γερμανίδα ηθοποιός
http://www.wikidata.org/entity/Q92246,Q92246,"θέατρο, άσμα",Βερολίνο,1714-05-12T00:00:00Z,1792-10-13T00:00:00Z,Γερμανίδα ηθοποιός
http://www.wikidata.org/entity/Q92246,Q92246,"θέατρο, άσμα",Βερολίνο,1714-05-10T00:00:00Z,1792-10-14T00:00:00Z,Γερμανίδα ηθοποιός
http://www.wikidata.org/entity/Q92246,Q92246,"θέατρο, άσμα",Βερολίνο,1714-05-12T00:00:00Z,1792-10-14T00:00:00Z,Γερμανίδα ηθοποιός
http://www.wikidata.org/entity/Q95343,Q95343,"Γίντις, σκηνογραφία",Πλάουεν,1963-01-01T00:00:00Z,,Γερμανός ηθοποιός
http://www.wikidata.org/entity/Q195520,Q195520,"όπερα, υποκριτική",Πράγα,1925-09-09T00:00:00Z,2023-05-07T00:00:00Z,
http://www.wikidata.org/entity/Q200566,Κόμπι Σμόλντερς,ταινία,Βανκούβερ,1982-04-03T00:00:00Z,,Καναδή ηθοποιός
http://www.wikidata.org/entity/Q201608,Ντένις Ρόντμαν,"καλαθοσφαίριση, υποκριτική",Τρέντον,1961-05-13T00:00:00Z,,Αμερικανός καλαθοσφαιριστής
http://www.wikidata.org/entity/Q203674,Q203674,φιλοσοφία,Παρίσι,1905-08-09T00:00:00Z,2001-08-12T00:00:00Z,
http://www.wikidata.org/entity/Q207459,Γκριγκόρι Ζινόβιεφ,"κομμουνισμός, πολιτική, επανάσταση, πολιτικός, Πρύτανης, εργατικό κίνημα, δημοσιογραφία γνώμης, συνεισφέρων συντάκτης, επαναστάτης, δημοσιογράφος άποψης, ρήτορας",Κροπιβνίτσκι,1883-09-23T00:00:00Z,1936-08-25T00:00:00Z,"Κομμουνιστής, Σοβιετικός πολιτικός"
http://www.wikidata.org/entity/Q207544,Λ. Φρανκ Μπάουμ,"δημοσιογραφία, επεξεργασία, λογοτεχνία για νέους ενήλικες",Τσιττενάνγκο,1856-05-15T00:00:00Z,1919-05-06T00:00:00Z,
http://www.wikidata.org/entity/Q208117,Μπέλα Θορν,"χορός, υποκριτική, άσμα",Πέμπροκ Πάινς,1997-10-08T00:00:00Z,,Αμερικανίδα ηθοποιός και τραγουδίστρια
http://www.wikidata.org/entity/Q211731,Τίμοθι Λίρι,ψυχολογία,Σπρίνγκφιλντ,1920-10-22T00:00:00Z,1996-05-31T00:00:00Z,
http://www.wikidata.org/entity/Q239498,Q239498,τέχνες του θεάματος,Q3438046,1987-05-24T00:00:00Z,,
http://www.wikidata.org/entity/Q239807,Μαρί Λαφορέ,"άσμα, υποκριτική, στίχος, Σανσόν",Q478237,1939-10-05T00:00:00Z,2019-11-02T00:00:00Z,Γαλλίδα τραγουδίστρια και ηθοποιός (1939-2019)
http://www.wikidata.org/entity/Q239864,Τζουν Χάβοκ,"χορός, δράμα, υποκριτική",Βανκούβερ,1912-11-08T00:00:00Z,2010-03-28T00:00:00Z,
http://www.wikidata.org/entity/Q239868,Μιλέν Ντεμονζό,υποκριτική,Νίκαια,1935-09-29T00:00:00Z,2022-12-01T00:00:00Z,Γαλλίδα ηθοποιός
http://www.wikidata.org/entity/Q240869,Άντριαν Γκρενιέρ,"ποπ μουσική, δημοφιλής μουσική, παραγωγή ταινιών",Σάντα Φε,1976-07-10T00:00:00Z,,
http://www.wikidata.org/entity/Q241437,Q241437,τέχνες του θεάματος,Βρυξέλλες,1953-02-27T00:00:00Z,,
http://www.wikidata.org/entity/Q241835,Μίλβα,"άσμα, ποπ μουσική, δημοφιλής μουσική",Γκόρο,1939-07-17T00:00:00Z,2021-04-23T00:00:00Z,Ιταλίδα τραγουδίστρια και ηθοποιός
http://www.wikidata.org/entity/Q242418,Q242418,"άσμα, υποκριτική",Οάχου,1988-10-30T00:00:00Z,,
http://www.wikidata.org/entity/Q242460,Γκλάντις Τζορτζ,υποκριτική,Q3447455,1900-09-13T00:00:00Z,1954-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q242460,Γκλάντις Τζορτζ,υποκριτική,Q3447455,1904-01-01T00:00:00Z,1954-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q242460,Γκλάντις Τζορτζ,υποκριτική,Q3447455,1904-09-13T00:00:00Z,1954-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q242460,Γκλάντις Τζορτζ,υποκριτική,Q3447455,1900-09-13T00:00:00Z,1954-12-08T00:00:00Z,
http://www.wikidata.org/entity/Q242460,Γκλάντις Τζορτζ,υποκριτική,Q3447455,1904-01-01T00:00:00Z,1954-12-08T00:00:00Z,
http://www.wikidata.org/entity/Q242460,Γκλάντις Τζορτζ,υποκριτική,Q3447455,1904-09-13T00:00:00Z,1954-12-08T00:00:00Z,
http://www.wikidata.org/entity/Q242739,Φιλίσια Ρασάντ,"άσμα, υποκριτική",Χιούστον,1948-06-19T00:00:00Z,,Αμερικανίδα ηθοποιός
http://www.wikidata.org/entity/Q258777,Σοφία Μπουτέλα,"χορός, υποκριτική",Αλγέρι,1982-04-03T00:00:00Z,,
http://www.wikidata.org/entity/Q258990,Λουίζα Μπλάχα,"θέατρο, άσμα, λιμπρέτο, υποκριτική",Q829812,1850-09-08T00:00:00Z,1926-01-18T00:00:00Z,
http://www.wikidata.org/entity/Q258999,Κλερ Φόι,υποκριτική,Στόκπορτ,1984-04-16T00:00:00Z,,
http://www.wikidata.org/entity/Q259385,Q259385,διασημότητα,Λος Άντζελες,1985-03-04T00:00:00Z,,
http://www.wikidata.org/entity/Q259446,Κέιτι Χουράδο,υποκριτική,Γουαδαλαχάρα,1924-01-16T00:00:00Z,2002-07-05T00:00:00Z,Μεξικανή ηθοποιός
http://www.wikidata.org/entity/Q259760,Μισέλ Ντόκερι,υποκριτική,Q7380700,1981-12-15T00:00:00Z,,Αγγλίδα ηθοποιός και τραγουδίστρια
http://www.wikidata.org/entity/Q259968,Q259968,τέχνες του θεάματος,Q95105,1981-08-29T00:00:00Z,,
http://www.wikidata.org/entity/Q260318,Τζόαν Λέσλι,υποκριτική,Ντιτρόιτ,1925-01-26T00:00:00Z,2015-10-12T00:00:00Z,
http://www.wikidata.org/entity/Q261990,Q261990,ποίηση,Ρότσεστερ,1959-06-02T00:00:00Z,,
http://www.wikidata.org/entity/Q262886,Q262886,"τηλεόραση, ταινία, λογοτεχνία, θέατρο, άσμα, δημοσιογραφία γνώμης, υποκριτική",Ουτρέχτη,1925-12-17T00:00:00Z,2011-11-02T00:00:00Z,
http://www.wikidata.org/entity/Q264989,Q264989,"ποίηση, σύνθεση",Τόκυο,1977-12-14T00:00:00Z,,
http://www.wikidata.org/entity/Q265452,Q265452,"τηλεόραση, ταινία, θέατρο, υποκριτική",Λονδίνο,1965-04-26T00:00:00Z,,
http://www.wikidata.org/entity/Q265719,Λόλες Λεόν,"τηλεόραση, ραδιοφωνία, ταινία, θέατρο",Βαρκελώνη,1950-08-01T00:00:00Z,,Ισπανίδα ηθοποιός
http://www.wikidata.org/entity/Q266804,Λούπε Οντιβέρος,"τηλεόραση, ταινία, θέατρο",Ελ Πάσο,1942-09-17T00:00:00Z,2012-07-26T00:00:00Z,
http://www.wikidata.org/entity/Q280009,Q280009,"μουσικό έργο/σύνθεση, σύνθεση",Πίτσμπεργκ,1924-02-06T00:00:00Z,2021-01-17T00:00:00Z,
http://www.wikidata.org/entity/Q288359,Λένα Ντάρχαμ,παραγωγή ταινιών,Ηνωμένες Πολιτείες Αμερικής,1986-05-13T00:00:00Z,,"Αμερικανίδα ηθοποιός, τηλεοπτικός παραγωγός και συγγραφέας"
http://www.wikidata.org/entity/Q288359,Λένα Ντάρχαμ,παραγωγή ταινιών,Νέα Υόρκη,1986-05-13T00:00:00Z,,"Αμερικανίδα ηθοποιός, τηλεοπτικός παραγωγός και συγγραφέας"
http://www.wikidata.org/entity/Q289752,Q289752,σύνθεση,Καβαγκούτσι,1968-01-13T00:00:00Z,,
http://www.wikidata.org/entity/Q360663,Τόμας Φ. Γουίλσον,"τηλεόραση, ταινία, Μεταγλώττιση",Φιλαδέλφεια,1959-04-15T00:00:00Z,,
http://www.wikidata.org/entity/Q60905,Κουρτ Γκέρρον,"ταινία, Καμπαρέ",Βερολίνο,1897-05-11T00:00:00Z,1944-10-28T00:00:00Z,
http://www.wikidata.org/entity/Q61597,Ερίκα Μαν,"δημοσιογραφία, δοκίμιο, Καμπαρέ, δημοσιογραφία γνώμης, υποκριτική",Μόναχο,1905-11-09T00:00:00Z,1969-08-27T00:00:00Z,
http://www.wikidata.org/entity/Q62353,Κάριν Ντορ,ταινία,Βίζμπαντεν,1938-02-22T00:00:00Z,2017-11-06T00:00:00Z,γερμανίδα ηθοποιός
http://www.wikidata.org/entity/Q62618,Q62618,ταινία,Τάρνουφ,1902-05-15T00:00:00Z,1987-02-28T00:00:00Z,
http://www.wikidata.org/entity/Q63003,Q63003,"άσμα, υποκριτική",Q558616,1980-01-20T00:00:00Z,,Γερμανίδα ηθοποιός
http://www.wikidata.org/entity/Q64610,Βέρουσκα φον Λένντορφ,"ζωγραφική, φωτογραφία, υποκριτική",Κούνιχσμπεργκ,1939-05-14T00:00:00Z,,
http://www.wikidata.org/entity/Q65359,Q65359,"άσμα, υποκριτική",Μόναχο,1906-04-26T00:00:00Z,1937-10-07T00:00:00Z,Γερμανίδα ηθοποιός
http://www.wikidata.org/entity/Q65932,Άντονι Χόπκινς,ηθοποιός,Πορτ Τάλμποτ,1937-12-31T00:00:00Z,,
http://www.wikidata.org/entity/Q76451,Q76451,"τηλεόραση, ταινία, θέατρο",Q278312,1930-07-14T00:00:00Z,2009-02-26T00:00:00Z,
http://www.wikidata.org/entity/Q76815,Q76815,"ποίηση, Καμπαρέ, υποκριτική, Γερμανική λογοτεχνία, Σανσόν",Φλένσμπουργκ,1885-01-17T00:00:00Z,1948-08-10T00:00:00Z,
http://www.wikidata.org/entity/Q89884,Q89884,υποκριτική,Q7025,1980-11-15T00:00:00Z,,
http://www.wikidata.org/entity/Q90374,Έβα Λεμπάου,υποκριτική,Βάιμπλινγκεν,1972-04-26T00:00:00Z,,Γερμανίδα ηθοποιός
http://www.wikidata.org/entity/Q90731,Q90731,υποκριτική,Βαϊμάρη,1948-10-29T00:00:00Z,,Γερμανός ηθοποιός
http://www.wikidata.org/entity/Q90736,Q90736,υποκριτική,Βερολίνο,1905-01-15T00:00:00Z,1994-11-11T00:00:00Z,
http://www.wikidata.org/entity/Q90847,Q90847,υποκριτική,Q10526,1943-01-05T00:00:00Z,,Γερμανός ηθοποιός
http://www.wikidata.org/entity/Q91050,Q91050,υποκριτική,Q3949,1972-10-12T00:00:00Z,,Γερμανός ηθοποιός
http://www.wikidata.org/entity/Q91319,Q91319,υποκριτική,Φλένσμπουργκ,1909-10-30T00:00:00Z,1999-06-23T00:00:00Z,Γερμανός ηθοποιός
http://www.wikidata.org/entity/Q91872,Q91872,υποκριτική,Βερολίνο,1905-01-08T00:00:00Z,1986-12-29T00:00:00Z,
http://www.wikidata.org/entity/Q92078,Q92078,υποκριτική,Βερολίνο,1989-01-01T00:00:00Z,,
http://www.wikidata.org/entity/Q92078,Q92078,υποκριτική,Βερολίνο,1989-04-02T00:00:00Z,,
